loss_est,loss_l1,obj_aug,obj_dual,h,fro_dist
7.369266033172607,0.0,0.0,0.0,0.0,0.0
3.723137378692627,3.723137378692627,3.723137378692627,3.723137378692627,0.0,6.758692264556885
3.336177110671997,3.336177110671997,3.336177110671997,3.336177110671997,0.0,9.459352048600756
7.400322914123535,7.400322914123535,24233494.0,72700464.0,6.961822509765625e-05,9.564562616189722
3.347386598587036,3.347386598587036,3.347386598587036,3.347386598587036,0.0,9.849400912015703
3.8927109241485596,3.8927109241485596,3.8927109241485596,3.8927109241485596,0.0,8.455521366145518
7.158762454986572,7.158762454986572,7.158762454986572,7.158762454986572,0.0,7.920875079713935
6.698100566864014,6.698100566864014,13756115.0,41268332.0,5.245208740234375e-05,8.338423224299937
3.5599777698516846,3.5599777698516846,3.5599777698516846,3.5599777698516846,0.0,8.08938618996915
3.5974016189575195,3.5974016189575195,3.5974016189575195,3.5974016189575195,0.0,7.9554075637358554
3.8237833976745605,3.8237833976745605,3.8237833976745605,3.8237833976745605,0.0,8.14182746097842
3.662907838821411,3.662907838821411,3.662907838821411,3.662907838821411,0.0,9.335666578874715
3.8246684074401855,3.8246684074401855,3.8246684074401855,3.8246684074401855,0.0,7.921759865562256
7.992537498474121,7.992537498474121,1604512384.0,4813537280.0,0.0005664825439453125,8.096774212994777
3.6363775730133057,3.6363775730133057,3.6363775730133057,3.6363775730133057,0.0,9.621804808691623
4.0878777503967285,4.0878777503967285,4.0878777503967285,4.0878777503967285,0.0,7.272671897823787
7.856695652008057,7.856695652008057,14260886.0,42782640.0,5.340576171875e-05,9.124549253463245
3.5586493015289307,3.5586493015289307,3.5586493015289307,3.5586493015289307,0.0,8.32522223313982
7.477925777435303,7.477925777435303,36834544.0,110503616.0,8.58306884765625e-05,9.551354158914112
4.130002498626709,4.130002498626709,4.130002498626709,4.130002498626709,0.0,8.01679956088084
3.7796292304992676,3.7796292304992676,3.7796292304992676,3.7796292304992676,0.0,9.096146675265143
6.6595916748046875,6.6595916748046875,13260440.0,39781304.0,5.14984130859375e-05,8.337470388516998
3.3761401176452637,3.3761401176452637,3.3761401176452637,3.3761401176452637,0.0,8.653043209304705
6.102255344390869,6.102255344390869,15297707.0,45893108.0,5.53131103515625e-05,9.460669644170727
3.7748587131500244,3.7748587131500244,3.7748587131500244,3.7748587131500244,0.0,8.479360234925243
3.869457244873047,3.869457244873047,3.869457244873047,3.869457244873047,0.0,8.358946688745979
3.258155345916748,3.258155345916748,3.258155345916748,3.258155345916748,0.0,9.840363591344332
4.052249431610107,4.052249431610107,4.052249431610107,4.052249431610107,0.0,8.879559474821825
7.1929497718811035,7.1929497718811035,6225498.5,18676482.0,3.528594970703125e-05,8.530998826625567
3.6040148735046387,3.6040148735046387,3.6040148735046387,3.6040148735046387,0.0,7.494302012455233
3.528168201446533,3.528168201446533,3.528168201446533,3.528168201446533,0.0,9.705740005450615
3.289968252182007,3.289968252182007,3.289968252182007,3.289968252182007,0.0,8.678148354581952
3.8613176345825195,3.8613176345825195,3.8613176345825195,3.8613176345825195,0.0,7.9888613627833
